Character,Chosen Tone,Review Status,Possible Source Tones,Readings,Pingshui Rhyme Group,Rhyme Group Source,Source Row Count,Notes,Chosen Ping-Ze,Source Ping-Ze,Preliminary Source
鄏,入,"=IF(B8070="""",""Needs decision"",""Ready"")",入,,入聲二沃,"Pingshui main list, Wikisource-derived DOCX",,Pingshui main-list expansion; 詞 entries ignored,"=IF(B8070="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B8070)),OR(ISNUMBER(SEARCH(""上"",B8070)),ISNUMBER(SEARCH(""去"",B8070)),ISNUMBER(SEARCH(""入"",B8070)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B8070)),""平"",""仄"")))","=IF(D8070="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D8070)),OR(ISNUMBER(SEARCH(""上"",D8070)),ISNUMBER(SEARCH(""去"",D8070)),ISNUMBER(SEARCH(""入"",D8070)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D8070)),""平"",""仄"")))",Pingshui main list expansion
鄑,平,"=IF(B8071="""",""Needs decision"",""Ready"")",平,,上平聲四支,"Pingshui main list, Wikisource-derived DOCX",,Pingshui main-list expansion; 詞 entries ignored,"=IF(B8071="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B8071)),OR(ISNUMBER(SEARCH(""上"",B8071)),ISNUMBER(SEARCH(""去"",B8071)),ISNUMBER(SEARCH(""入"",B8071)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B8071)),""平"",""仄"")))","=IF(D8071="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D8071)),OR(ISNUMBER(SEARCH(""上"",D8071)),ISNUMBER(SEARCH(""去"",D8071)),ISNUMBER(SEARCH(""入"",D8071)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D8071)),""平"",""仄"")))",Pingshui main list expansion
鄔,上,"=IF(B8072="""",""Needs decision"",""Ready"")",上,,上聲七麌,"Pingshui main list, Wikisource-derived DOCX",,Pingshui main-list expansion; 詞 entries ignored,"=IF(B8072="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B8072)),OR(ISNUMBER(SEARCH(""上"",B8072)),ISNUMBER(SEARCH(""去"",B8072)),ISNUMBER(SEARCH(""入"",B8072)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B8072)),""平"",""仄"")))","=IF(D8072="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D8072)),OR(ISNUMBER(SEARCH(""上"",D8072)),ISNUMBER(SEARCH(""去"",D8072)),ISNUMBER(SEARCH(""入"",D8072)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D8072)),""平"",""仄"")))",Pingshui main list expansion
鄘,平,"=IF(B8073="""",""Needs decision"",""Ready"")",平,,上平聲二冬,"Pingshui main list, Wikisource-derived DOCX",,Pingshui main-list expansion; 詞 entries ignored,"=IF(B8073="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B8073)),OR(ISNUMBER(SEARCH(""上"",B8073)),ISNUMBER(SEARCH(""去"",B8073)),ISNUMBER(SEARCH(""入"",B8073)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B8073)),""平"",""仄"")))","=IF(D8073="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D8073)),OR(ISNUMBER(SEARCH(""上"",D8073)),ISNUMBER(SEARCH(""去"",D8073)),ISNUMBER(SEARCH(""入"",D8073)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D8073)),""平"",""仄"")))",Pingshui main list expansion
鄛,平,"=IF(B8074="""",""Needs decision"",""Ready"")",平,,下平聲三肴,"Pingshui main list, Wikisource-derived DOCX",,Pingshui main-list expansion; 詞 entries ignored,"=IF(B8074="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B8074)),OR(ISNUMBER(SEARCH(""上"",B8074)),ISNUMBER(SEARCH(""去"",B8074)),ISNUMBER(SEARCH(""入"",B8074)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B8074)),""平"",""仄"")))","=IF(D8074="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D8074)),OR(ISNUMBER(SEARCH(""上"",D8074)),ISNUMBER(SEARCH(""去"",D8074)),ISNUMBER(SEARCH(""入"",D8074)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D8074)),""平"",""仄"")))",Pingshui main list expansion
鄟,上,"=IF(B8075="""",""Needs decision"",""Ready"")",上,,上聲十六銑,"Pingshui main list, Wikisource-derived DOCX",,Pingshui main-list expansion; 詞 entries ignored,"=IF(B8075="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B8075)),OR(ISNUMBER(SEARCH(""上"",B8075)),ISNUMBER(SEARCH(""去"",B8075)),ISNUMBER(SEARCH(""入"",B8075)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B8075)),""平"",""仄"")))","=IF(D8075="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D8075)),OR(ISNUMBER(SEARCH(""上"",D8075)),ISNUMBER(SEARCH(""去"",D8075)),ISNUMBER(SEARCH(""入"",D8075)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D8075)),""平"",""仄"")))",Pingshui main list expansion
鄪,去,"=IF(B8076="""",""Needs decision"",""Ready"")",去,,去聲四寘,"Pingshui main list, Wikisource-derived DOCX",,Pingshui main-list expansion; 詞 entries ignored,"=IF(B8076="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B8076)),OR(ISNUMBER(SEARCH(""上"",B8076)),ISNUMBER(SEARCH(""去"",B8076)),ISNUMBER(SEARCH(""入"",B8076)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B8076)),""平"",""仄"")))","=IF(D8076="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D8076)),OR(ISNUMBER(SEARCH(""上"",D8076)),ISNUMBER(SEARCH(""去"",D8076)),ISNUMBER(SEARCH(""入"",D8076)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D8076)),""平"",""仄"")))",Pingshui main list expansion
鄮,去,"=IF(B8077="""",""Needs decision"",""Ready"")",去,,去聲二十六宥,"Pingshui main list, Wikisource-derived DOCX",,Pingshui main-list expansion; 詞 entries ignored,"=IF(B8077="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B8077)),OR(ISNUMBER(SEARCH(""上"",B8077)),ISNUMBER(SEARCH(""去"",B8077)),ISNUMBER(SEARCH(""入"",B8077)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B8077)),""平"",""仄"")))","=IF(D8077="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D8077)),OR(ISNUMBER(SEARCH(""上"",D8077)),ISNUMBER(SEARCH(""去"",D8077)),ISNUMBER(SEARCH(""入"",D8077)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D8077)),""平"",""仄"")))",Pingshui main list expansion
鄯,去,"=IF(B8078="""",""Needs decision"",""Ready"")",去,,去聲十七霰,"Pingshui main list, Wikisource-derived DOCX",,Pingshui main-list expansion; 詞 entries ignored,"=IF(B8078="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B8078)),OR(ISNUMBER(SEARCH(""上"",B8078)),ISNUMBER(SEARCH(""去"",B8078)),ISNUMBER(SEARCH(""入"",B8078)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B8078)),""平"",""仄"")))","=IF(D8078="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D8078)),OR(ISNUMBER(SEARCH(""上"",D8078)),ISNUMBER(SEARCH(""去"",D8078)),ISNUMBER(SEARCH(""入"",D8078)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D8078)),""平"",""仄"")))",Pingshui main list expansion
鄾,平,"=IF(B8079="""",""Needs decision"",""Ready"")",平,,下平聲十一尤,"Pingshui main list, Wikisource-derived DOCX",,Pingshui main-list expansion; 詞 entries ignored,"=IF(B8079="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B8079)),OR(ISNUMBER(SEARCH(""上"",B8079)),ISNUMBER(SEARCH(""去"",B8079)),ISNUMBER(SEARCH(""入"",B8079)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B8079)),""平"",""仄"")))","=IF(D8079="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D8079)),OR(ISNUMBER(SEARCH(""上"",D8079)),ISNUMBER(SEARCH(""去"",D8079)),ISNUMBER(SEARCH(""入"",D8079)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D8079)),""平"",""仄"")))",Pingshui main list expansion
酓,去,"=IF(B8080="""",""Needs decision"",""Ready"")",去,,去聲二十九豔,"Pingshui main list, Wikisource-derived DOCX",,Pingshui main-list expansion; 詞 entries ignored,"=IF(B8080="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B8080)),OR(ISNUMBER(SEARCH(""上"",B8080)),ISNUMBER(SEARCH(""去"",B8080)),ISNUMBER(SEARCH(""入"",B8080)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B8080)),""平"",""仄"")))","=IF(D8080="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D8080)),OR(ISNUMBER(SEARCH(""上"",D8080)),ISNUMBER(SEARCH(""去"",D8080)),ISNUMBER(SEARCH(""入"",D8080)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D8080)),""平"",""仄"")))",Pingshui main list expansion
酗,去,"=IF(B8081="""",""Needs decision"",""Ready"")",去,,去聲七遇,"Pingshui main list, Wikisource-derived DOCX",,Pingshui main-list expansion; 詞 entries ignored,"=IF(B8081="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B8081)),OR(ISNUMBER(SEARCH(""上"",B8081)),ISNUMBER(SEARCH(""去"",B8081)),ISNUMBER(SEARCH(""入"",B8081)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B8081)),""平"",""仄"")))","=IF(D8081="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D8081)),OR(ISNUMBER(SEARCH(""上"",D8081)),ISNUMBER(SEARCH(""去"",D8081)),ISNUMBER(SEARCH(""入"",D8081)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D8081)),""平"",""仄"")))",Pingshui main list expansion
酘,去,"=IF(B8082="""",""Needs decision"",""Ready"")",去,,去聲二十六宥,"Pingshui main list, Wikisource-derived DOCX",,Pingshui main-list expansion; 詞 entries ignored,"=IF(B8082="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B8082)),OR(ISNUMBER(SEARCH(""上"",B8082)),ISNUMBER(SEARCH(""去"",B8082)),ISNUMBER(SEARCH(""入"",B8082)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B8082)),""平"",""仄"")))","=IF(D8082="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D8082)),OR(ISNUMBER(SEARCH(""上"",D8082)),ISNUMBER(SEARCH(""去"",D8082)),ISNUMBER(SEARCH(""入"",D8082)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D8082)),""平"",""仄"")))",Pingshui main list expansion
酮,平,"=IF(B8083="""",""Needs decision"",""Ready"")",平,,上平聲一東,"Pingshui main list, Wikisource-derived DOCX",,Pingshui main-list expansion; 詞 entries ignored,"=IF(B8083="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B8083)),OR(ISNUMBER(SEARCH(""上"",B8083)),ISNUMBER(SEARCH(""去"",B8083)),ISNUMBER(SEARCH(""入"",B8083)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B8083)),""平"",""仄"")))","=IF(D8083="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D8083)),OR(ISNUMBER(SEARCH(""上"",D8083)),ISNUMBER(SEARCH(""去"",D8083)),ISNUMBER(SEARCH(""入"",D8083)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D8083)),""平"",""仄"")))",Pingshui main list expansion
酵,去,"=IF(B8084="""",""Needs decision"",""Ready"")",去,,去聲十九效,"Pingshui main list, Wikisource-derived DOCX",,Pingshui main-list expansion; 詞 entries ignored,"=IF(B8084="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B8084)),OR(ISNUMBER(SEARCH(""上"",B8084)),ISNUMBER(SEARCH(""去"",B8084)),ISNUMBER(SEARCH(""入"",B8084)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B8084)),""平"",""仄"")))","=IF(D8084="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D8084)),OR(ISNUMBER(SEARCH(""上"",D8084)),ISNUMBER(SEARCH(""去"",D8084)),ISNUMBER(SEARCH(""入"",D8084)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D8084)),""平"",""仄"")))",Pingshui main list expansion
醄,平,"=IF(B8085="""",""Needs decision"",""Ready"")",平,,下平聲四豪,"Pingshui main list, Wikisource-derived DOCX",,Pingshui main-list expansion; 詞 entries ignored,"=IF(B8085="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B8085)),OR(ISNUMBER(SEARCH(""上"",B8085)),ISNUMBER(SEARCH(""去"",B8085)),ISNUMBER(SEARCH(""入"",B8085)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B8085)),""平"",""仄"")))","=IF(D8085="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D8085)),OR(ISNUMBER(SEARCH(""上"",D8085)),ISNUMBER(SEARCH(""去"",D8085)),ISNUMBER(SEARCH(""入"",D8085)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D8085)),""平"",""仄"")))",Pingshui main list expansion
醆,上,"=IF(B8086="""",""Needs decision"",""Ready"")",上,,上聲十五潸,"Pingshui main list, Wikisource-derived DOCX",,Pingshui main-list expansion; 詞 entries ignored,"=IF(B8086="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B8086)),OR(ISNUMBER(SEARCH(""上"",B8086)),ISNUMBER(SEARCH(""去"",B8086)),ISNUMBER(SEARCH(""入"",B8086)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B8086)),""平"",""仄"")))","=IF(D8086="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D8086)),OR(ISNUMBER(SEARCH(""上"",D8086)),ISNUMBER(SEARCH(""去"",D8086)),ISNUMBER(SEARCH(""入"",D8086)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D8086)),""平"",""仄"")))",Pingshui main list expansion
醙,上,"=IF(B8087="""",""Needs decision"",""Ready"")",上,,上聲二十五有,"Pingshui main list, Wikisource-derived DOCX",,Pingshui main-list expansion; 詞 entries ignored,"=IF(B8087="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B8087)),OR(ISNUMBER(SEARCH(""上"",B8087)),ISNUMBER(SEARCH(""去"",B8087)),ISNUMBER(SEARCH(""入"",B8087)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B8087)),""平"",""仄"")))","=IF(D8087="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D8087)),OR(ISNUMBER(SEARCH(""上"",D8087)),ISNUMBER(SEARCH(""去"",D8087)),ISNUMBER(SEARCH(""入"",D8087)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D8087)),""平"",""仄"")))",Pingshui main list expansion
醟,,"=IF(B8088="""",""Needs decision"",""Ready"")",平/去,,下平聲八庚; 去聲二十四敬,"Pingshui main list, Wikisource-derived DOCX",,Pingshui main-list expansion; 詞 entries ignored,"=IF(B8088="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B8088)),OR(ISNUMBER(SEARCH(""上"",B8088)),ISNUMBER(SEARCH(""去"",B8088)),ISNUMBER(SEARCH(""入"",B8088)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B8088)),""平"",""仄"")))","=IF(D8088="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D8088)),OR(ISNUMBER(SEARCH(""上"",D8088)),ISNUMBER(SEARCH(""去"",D8088)),ISNUMBER(SEARCH(""入"",D8088)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D8088)),""平"",""仄"")))",Pingshui main list expansion
醠,去,"=IF(B8089="""",""Needs decision"",""Ready"")",去,,去聲二十三漾,"Pingshui main list, Wikisource-derived DOCX",,Pingshui main-list expansion; 詞 entries ignored,"=IF(B8089="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B8089)),OR(ISNUMBER(SEARCH(""上"",B8089)),ISNUMBER(SEARCH(""去"",B8089)),ISNUMBER(SEARCH(""入"",B8089)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B8089)),""平"",""仄"")))","=IF(D8089="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D8089)),OR(ISNUMBER(SEARCH(""上"",D8089)),ISNUMBER(SEARCH(""去"",D8089)),ISNUMBER(SEARCH(""入"",D8089)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D8089)),""平"",""仄"")))",Pingshui main list expansion
醭,入,"=IF(B8090="""",""Needs decision"",""Ready"")",入,,入聲一屋,"Pingshui main list, Wikisource-derived DOCX",,Pingshui main-list expansion; 詞 entries ignored,"=IF(B8090="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B8090)),OR(ISNUMBER(SEARCH(""上"",B8090)),ISNUMBER(SEARCH(""去"",B8090)),ISNUMBER(SEARCH(""入"",B8090)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B8090)),""平"",""仄"")))","=IF(D8090="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D8090)),OR(ISNUMBER(SEARCH(""上"",D8090)),ISNUMBER(SEARCH(""去"",D8090)),ISNUMBER(SEARCH(""入"",D8090)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D8090)),""平"",""仄"")))",Pingshui main list expansion
醰,,"=IF(B8091="""",""Needs decision"",""Ready"")",平/上,,下平聲十三覃; 上聲二十七感,"Pingshui main list, Wikisource-derived DOCX",,Pingshui main-list expansion; 詞 entries ignored,"=IF(B8091="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B8091)),OR(ISNUMBER(SEARCH(""上"",B8091)),ISNUMBER(SEARCH(""去"",B8091)),ISNUMBER(SEARCH(""入"",B8091)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B8091)),""平"",""仄"")))","=IF(D8091="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D8091)),OR(ISNUMBER(SEARCH(""上"",D8091)),ISNUMBER(SEARCH(""去"",D8091)),ISNUMBER(SEARCH(""入"",D8091)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D8091)),""平"",""仄"")))",Pingshui main list expansion
醲,平,"=IF(B8092="""",""Needs decision"",""Ready"")",平,,上平聲二冬,"Pingshui main list, Wikisource-derived DOCX",,Pingshui main-list expansion; 詞 entries ignored,"=IF(B8092="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B8092)),OR(ISNUMBER(SEARCH(""上"",B8092)),ISNUMBER(SEARCH(""去"",B8092)),ISNUMBER(SEARCH(""入"",B8092)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B8092)),""平"",""仄"")))","=IF(D8092="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D8092)),OR(ISNUMBER(SEARCH(""上"",D8092)),ISNUMBER(SEARCH(""去"",D8092)),ISNUMBER(SEARCH(""入"",D8092)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D8092)),""平"",""仄"")))",Pingshui main list expansion
醷,入,"=IF(B8093="""",""Needs decision"",""Ready"")",入,,入聲十三職,"Pingshui main list, Wikisource-derived DOCX",,Pingshui main-list expansion; 詞 entries ignored,"=IF(B8093="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B8093)),OR(ISNUMBER(SEARCH(""上"",B8093)),ISNUMBER(SEARCH(""去"",B8093)),ISNUMBER(SEARCH(""入"",B8093)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B8093)),""平"",""仄"")))","=IF(D8093="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D8093)),OR(ISNUMBER(SEARCH(""上"",D8093)),ISNUMBER(SEARCH(""去"",D8093)),ISNUMBER(SEARCH(""入"",D8093)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D8093)),""平"",""仄"")))",Pingshui main list expansion
醹,,"=IF(B8094="""",""Needs decision"",""Ready"")",平/上,,上平聲七虞; 上聲七麌,"Pingshui main list, Wikisource-derived DOCX",,Pingshui main-list expansion; 詞 entries ignored,"=IF(B8094="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B8094)),OR(ISNUMBER(SEARCH(""上"",B8094)),ISNUMBER(SEARCH(""去"",B8094)),ISNUMBER(SEARCH(""入"",B8094)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B8094)),""平"",""仄"")))","=IF(D8094="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D8094)),OR(ISNUMBER(SEARCH(""上"",D8094)),ISNUMBER(SEARCH(""去"",D8094)),ISNUMBER(SEARCH(""入"",D8094)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D8094)),""平"",""仄"")))",Pingshui main list expansion
醼,去,"=IF(B8095="""",""Needs decision"",""Ready"")",去,,去聲十七霰,"Pingshui main list, Wikisource-derived DOCX",,Pingshui main-list expansion; 詞 entries ignored,"=IF(B8095="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B8095)),OR(ISNUMBER(SEARCH(""上"",B8095)),ISNUMBER(SEARCH(""去"",B8095)),ISNUMBER(SEARCH(""入"",B8095)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B8095)),""平"",""仄"")))","=IF(D8095="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D8095)),OR(ISNUMBER(SEARCH(""上"",D8095)),ISNUMBER(SEARCH(""去"",D8095)),ISNUMBER(SEARCH(""入"",D8095)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D8095)),""平"",""仄"")))",Pingshui main list expansion
醾,平,"=IF(B8096="""",""Needs decision"",""Ready"")",平,,上平聲四支,"Pingshui main list, Wikisource-derived DOCX",,Pingshui main-list expansion; 詞 entries ignored,"=IF(B8096="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B8096)),OR(ISNUMBER(SEARCH(""上"",B8096)),ISNUMBER(SEARCH(""去"",B8096)),ISNUMBER(SEARCH(""入"",B8096)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B8096)),""平"",""仄"")))","=IF(D8096="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D8096)),OR(ISNUMBER(SEARCH(""上"",D8096)),ISNUMBER(SEARCH(""去"",D8096)),ISNUMBER(SEARCH(""入"",D8096)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D8096)),""平"",""仄"")))",Pingshui main list expansion
釅,去,"=IF(B8097="""",""Needs decision"",""Ready"")",去,,去聲二十九豔,"Pingshui main list, Wikisource-derived DOCX",,Pingshui main-list expansion; 詞 entries ignored,"=IF(B8097="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B8097)),OR(ISNUMBER(SEARCH(""上"",B8097)),ISNUMBER(SEARCH(""去"",B8097)),ISNUMBER(SEARCH(""入"",B8097)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B8097)),""平"",""仄"")))","=IF(D8097="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D8097)),OR(ISNUMBER(SEARCH(""上"",D8097)),ISNUMBER(SEARCH(""去"",D8097)),ISNUMBER(SEARCH(""入"",D8097)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D8097)),""平"",""仄"")))",Pingshui main list expansion
釦,上,"=IF(B8098="""",""Needs decision"",""Ready"")",上,,上聲二十五有,"Pingshui main list, Wikisource-derived DOCX",,Pingshui main-list expansion; 詞 entries ignored,"=IF(B8098="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B8098)),OR(ISNUMBER(SEARCH(""上"",B8098)),ISNUMBER(SEARCH(""去"",B8098)),ISNUMBER(SEARCH(""入"",B8098)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B8098)),""平"",""仄"")))","=IF(D8098="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D8098)),OR(ISNUMBER(SEARCH(""上"",D8098)),ISNUMBER(SEARCH(""去"",D8098)),ISNUMBER(SEARCH(""入"",D8098)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D8098)),""平"",""仄"")))",Pingshui main list expansion
釪,平,"=IF(B8099="""",""Needs decision"",""Ready"")",平,,上平聲七虞,"Pingshui main list, Wikisource-derived DOCX",,Pingshui main-list expansion; 詞 entries ignored,"=IF(B8099="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B8099)),OR(ISNUMBER(SEARCH(""上"",B8099)),ISNUMBER(SEARCH(""去"",B8099)),ISNUMBER(SEARCH(""入"",B8099)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B8099)),""平"",""仄"")))","=IF(D8099="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D8099)),OR(ISNUMBER(SEARCH(""上"",D8099)),ISNUMBER(SEARCH(""去"",D8099)),ISNUMBER(SEARCH(""入"",D8099)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D8099)),""平"",""仄"")))",Pingshui main list expansion
釬,去,"=IF(B8100="""",""Needs decision"",""Ready"")",去,,去聲十五翰,"Pingshui main list, Wikisource-derived DOCX",,Pingshui main-list expansion; 詞 entries ignored,"=IF(B8100="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B8100)),OR(ISNUMBER(SEARCH(""上"",B8100)),ISNUMBER(SEARCH(""去"",B8100)),ISNUMBER(SEARCH(""入"",B8100)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B8100)),""平"",""仄"")))","=IF(D8100="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D8100)),OR(ISNUMBER(SEARCH(""上"",D8100)),ISNUMBER(SEARCH(""去"",D8100)),ISNUMBER(SEARCH(""入"",D8100)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D8100)),""平"",""仄"")))",Pingshui main list expansion
釱,去,"=IF(B8101="""",""Needs decision"",""Ready"")",去,,去聲八霽; 去聲九泰,"Pingshui main list, Wikisource-derived DOCX",,Pingshui main-list expansion; 詞 entries ignored,"=IF(B8101="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B8101)),OR(ISNUMBER(SEARCH(""上"",B8101)),ISNUMBER(SEARCH(""去"",B8101)),ISNUMBER(SEARCH(""入"",B8101)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B8101)),""平"",""仄"")))","=IF(D8101="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D8101)),OR(ISNUMBER(SEARCH(""上"",D8101)),ISNUMBER(SEARCH(""去"",D8101)),ISNUMBER(SEARCH(""入"",D8101)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D8101)),""平"",""仄"")))",Pingshui main list expansion
釳,入,"=IF(B8102="""",""Needs decision"",""Ready"")",入,,入聲五物,"Pingshui main list, Wikisource-derived DOCX",,Pingshui main-list expansion; 詞 entries ignored,"=IF(B8102="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B8102)),OR(ISNUMBER(SEARCH(""上"",B8102)),ISNUMBER(SEARCH(""去"",B8102)),ISNUMBER(SEARCH(""入"",B8102)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B8102)),""平"",""仄"")))","=IF(D8102="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D8102)),OR(ISNUMBER(SEARCH(""上"",D8102)),ISNUMBER(SEARCH(""去"",D8102)),ISNUMBER(SEARCH(""入"",D8102)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D8102)),""平"",""仄"")))",Pingshui main list expansion
